,Actor Ranking,Title,Year,Genre,Rating
1809,23,Noch dümmer,(1997),"Comedy, Romance",5.8
1810,23,Head in the Clouds,(2004),"Drama, Romance, War",6.5
1812,23,Battle in Seattle,(2007),"Action, Drama, History",6.6
1813,23,Im Bann des Jade Skorpions,(2001),"Comedy, Crime, Mystery",6.7
1814,23,Das Leben und der Tod von Peter Sellers,(2004),"Biography, Comedy, Drama",6.9
1815,23,Kinder des Zorns 3 - Das Chicago-Massaker,(1995),"Horror, Thriller",4.2
1817,23,Waking Up in Reno,(2002),"Comedy, Romance",5.4
1818,23,Sleepwalking,(2008),Drama,6.1
1819,23,Stuck,(XVI) (2018),Comedy,5.7
1823,23,Burn,(1998),Drama,6.3
1834,24,Emancipation,(2022),"Action, Thriller",6.0
1835,24,Suicide Squad,(2016),"Action, Adventure, Fantasy",5.9
1836,24,Independence Day,(1996),"Action, Adventure, Sci-Fi",7.0
1837,24,Aladdin,(2019),"Adventure, Comedy, Family",6.9
1838,24,Das Streben nach Glück,(2006),"Biography, Drama",8.0
1839,24,I Am Legend,(2007),"Action, Drama, Sci-Fi",7.2
1840,24,Bad Boys - Harte Jungs,(1995),"Action, Comedy, Crime",6.8
1841,24,Der Staatsfeind Nr. 1,(1998),"Action, Thriller",7.3
1842,24,King Richard,(2021),"Biography, Drama, Sport",7.5
1843,24,Men in Black,(1997),"Action, Adventure, Comedy",7.3
1844,24,Focus,(II) (2015),"Comedy, Crime, Drama",6.6
1845,24,"I, Robot",(2004),"Action, Mystery, Sci-Fi",7.1
1846,24,Karate Kid,(2010),"Action, Drama, Family",6.2
1847,24,Hancock,(2008),"Action, Drama, Fantasy",6.4
1848,24,Bright, (2017),"Action, Fantasy, Thriller",6.3
1849,24,Bad Boys II,(2003),"Action, Comedy, Crime",6.6
1850,24,After Earth,(2013),"Action, Adventure, Sci-Fi",4.8
1851,24,Bad Boys for Life,(2020),"Action, Comedy, Crime",6.5
1852,24,Große Haie - Kleine Fische,(2004),"Animation, Adventure, Comedy",6.0
1853,24,Sieben Leben,(2008),Drama,7.6
1854,24,Spione Undercover - Eine wilde Verwandlung,(2019),"Animation, Action, Adventure",6.8
1855,24,Men in Black 3,(2012),"Action, Adventure, Comedy",6.8
1856,24,Hitch - Der Date Doktor, (2005),"Comedy, Romance",6.6
1857,24,Annie,(2014),"Comedy, Drama, Family",5.3
1858,24,Erschütternde Wahrheit,(2015),"Biography, Drama, Sport",7.1
1859,24,Anchorman - Die Legende kehrt zurück,(2013),Comedy,6.3
1860,24,Men in Black 2,(2002),"Action, Adventure, Comedy",6.1
1861,24,Wild Wild West,(1999),"Action, Comedy, Sci-Fi",4.9
1862,24,Das gibt Ärger,(2012),"Action, Comedy, Romance",6.3
1863,24,Gemini Man,(2019),"Action, Adventure, Sci-Fi",5.7
1864,24,Verborgene Schönheit,(2016),"Drama, Romance",6.7
1865,24,Ali,(2001),"Biography, Drama, Sport",6.7
1866,24,Lakeview Terrace,(2008),"Crime, Drama, Thriller",6.2
1867,24,Winter's Tale,(2014),"Drama, Fantasy, Mystery",6.1
1868,24,Life in a Year,(2020),"Drama, Romance",6.1
1870,24,Gringo,(2018),"Action, Comedy, Crime",6.1
1871,24,Die Bienenhüterin,(2008),Drama,7.2
1872,24,Jersey Girl,(2004),"Comedy, Drama, Romance",6.2
1873,24,Unzertrennlich,(2003),Comedy,5.8
1874,24,Die Legende von Bagger Vance,(2000),"Drama, Fantasy, Sport",6.7
1875,24,Das Leben - Ein Sechserpack,(1993),"Comedy, Drama, Mystery",6.8
1876,24,ATL,(2006),"Comedy, Crime, Drama",6.1
1877,24,The Human Contract,(2008),Drama,5.1
1879,24,Saving Face - Liebe und was noch?,(2004),"Comedy, Drama, Romance",7.4
1880,24,Showtime,(2002),"Action, Comedy, Crime",5.5
1881,24,Made in America,(1993),Comedy,5.1
1883,24,Twelve,(2020),Drama,6.6
1885,24,Straßenkinder,(1992),"Crime, Drama, Thriller",6.5
1886,24,Student of the Year 2,(2019),"Action, Comedy, Drama",2.2
1890,24,Willkommen in Hollywood,(1998),Comedy,5.0
1893,24,Sprinter,(2018),"Drama, Sport",6.1
1897,24,The Seat Filler,(2004),"Comedy, Music, Romance",5.4
1898,24,Stuntmen,(2009),Comedy,4.9
1907,24,Murder101,(2014),Thriller,4.4
1931,25,Indiana Jones und der letzte Kreuzzug,(1989),"Action, Adventure",8.2
1932,25,The Rock: Fels der Entscheidung,(1996),"Action, Adventure, Thriller",7.4
1933,25,Jagd auf Roter Oktober,(1990),"Action, Adventure, Thriller",7.5
1934,25,Zardoz,(1974),"Adventure, Fantasy, Sci-Fi",5.8
1935,25,Robin Hood - König der Diebe,(1991),"Action, Adventure, Drama",6.9
1936,25,Highlander - Es kann nur einen geben,(1986),"Action, Adventure, Fantasy",7.1
1937,25,The Untouchables - Die Unbestechlichen,(1987),"Crime, Drama, Thriller",7.8
1938,25,Die Liga der außergewöhnlichen Gentlemen,(2003),"Action, Adventure, Fantasy",5.8
1939,25,James Bond 007 jagt Dr. No,(1962),"Action, Adventure, Thriller",7.2
1940,25,Mord im Orient-Express,(1974),"Crime, Drama, Mystery",7.2
1941,25,Die Wiege der Sonne,(1993),"Action, Crime, Drama",6.2
1942,25,James Bond 007 - Liebesgrüße aus Moskau,(1963),"Action, Adventure, Thriller",7.4
1943,25,Der Name der Rose,(1986),"Drama, Mystery, Thriller",7.7
1944,25,James Bond 007 - Goldfinger,(1964),"Action, Adventure, Thriller",7.7
1945,25,Die Brücke von Arnheim,(1977),"Drama, History, War",7.4
1946,25,Time Bandits,(1981),"Adventure, Comedy, Fantasy",6.9
1947,25,James Bond 007 - Feuerball,(1965),"Action, Adventure, Thriller",6.9
1948,25,Verlockende Falle,(1999),"Action, Crime, Romance",6.3
1949,25,Sag niemals nie,(1983),"Action, Adventure, Thriller",6.1
1950,25,James Bond 007 - Diamantenfieber,(1971),"Action, Adventure, Thriller",6.5
1951,25,Dragonheart,(1996),"Action, Adventure, Fantasy",6.4
1952,25,Der längste Tag,(1962),"Action, Drama, History",7.7
1953,25,Marnie,(1964),"Crime, Drama, Mystery",7.1
1954,25,Der erste Ritter,(1995),"Action, Adventure, Drama",6.0
1955,25,James Bond 007 - Man lebt nur zweimal,(1967),"Action, Adventure, Thriller",6.8
1956,25,"Mit Schirm, Charme und Melone",(1998),"Action, Adventure, Sci-Fi",3.8
1957,25,Outland - Planet der Verdammten,(1981),"Action, Crime, Sci-Fi",6.6
1958,25,Presidio,(1988),"Action, Crime, Mystery",5.9
1959,25,Forrester - Gefunden!,(2000),Drama,7.3
1960,25,Die Uhr läuft ab,(II) (1974),"Crime, Drama, Thriller",5.6
1961,25,"Der Mann, der König sein wollte",(1975),"Adventure, War",7.8
1962,25,Highlander II - Die Rückkehr,(1991),"Action, Adventure, Fantasy",4.2
1963,25,Im Sumpf des Verbrechens,(1995),"Action, Crime, Drama",6.4
1964,25,Meteor,(1979),"Action, Drama, Sci-Fi",5.0
1965,25,Medicine Man - Die letzten Tage von Eden,(1992),"Adventure, Drama, Romance",6.0
1966,25,Der erste große Eisenbahnraub,(1978),"Adventure, Crime, Drama",6.9
1967,25,Das Russland-Haus,(1990),"Drama, Romance, Thriller",6.1
1968,25,Das Geheimnis der verwunschenen Höhle,(1959),"Adventure, Family, Fantasy",7.1
1969,25,Leben und lieben in L.A.,(1998),"Comedy, Drama, Romance",7.0
1970,25,Ein Haufen toller Hunde,(1965),"Drama, War",7.9
1971,25,Robin und Marian,(1976),"Adventure, Drama, Romance",6.5
1972,25,Der Wind und der Löwe,(1975),"Action, Adventure, Drama",6.8
1973,25,Sein Leben in meiner Gewalt,(1973),"Crime, Drama, Thriller",6.9
1974,25,Ehrbare Ganoven,(1989),"Crime, Drama",5.7
1975,25,Man nennt mich Shalako,(1968),Western,5.6
1976,25,Der Anderson Clan,(1971),"Action, Crime, Thriller",6.4
1977,25,Verflucht bis zum jüngsten Tag,(1970),"Drama, History",6.8
1978,25,Am Rande des Abgrunds,(1982),Drama,6.1
1979,25,Duell am Steuer,(1957),"Crime, Drama, Film-Noir",7.2
1980,25,Sir Billi,(2012),"Animation, Adventure, Comedy",3.0
1981,25,Die Strohpuppe,(1964),"Crime, Drama, Thriller",6.8
1982,25,Camelot - Der Fluch des goldenen Schwertes,(1984),"Action, Adventure, Fantasy",4.4
1983,25,Das rote Zelt,(1969),"Adventure, Drama",6.9
1984,25,Explosion in Cuba,(1979),"Adventure, Romance, Thriller",5.6
1985,25,Flammen am Horizont,(1982),"Comedy, Drama, Thriller",5.7
1986,25,Simson ist nicht zu schlagen,(1966),"Comedy, Drama, Romance",5.6
1987,25,Tarzans größtes Abenteuer,(1959),"Action, Adventure, Family",6.4
1988,25,A Good Man in Africa,(1994),Comedy,5.0
1989,25,Die Peitsche,(1961),"Crime, Drama",6.3
1990,25,Memories of Me - Das tragisch-komische Leben eines großartigen Versagers,(1988),"Comedy, Drama",5.7
1991,25,Öl - Kampf um die Energiereserven der Welt,(1976),"Action, Thriller",4.9
1992,25,Herz ohne Hoffnung,(1958),"Drama, Romance, War",5.8
1993,25,Das Schlitzohr,(1961),"Comedy, War",5.7
1994,25,Die blinde Spinne,(1957),"Action, Crime, Drama",5.8
1995,25,Operation Tiger,(1957),"Action, Crime, Drama",5.0
1996,25,Lilacs in the Spring,(1954),"Comedy, Fantasy, Romance",5.2
1997,25,Zwölf Sekunden bis zur Ewigkeit,(1957),Thriller,6.1
1998,25,Eine junge Welt,(1966),Drama,6.9
2000,26,Tatsächlich... Liebe,(2003),"Comedy, Drama, Romance",7.6
2001,26,Stolz & Vorurteil,(2005),"Drama, Romance",7.8
2002,26,Fluch der Karibik,(2003),"Action, Adventure, Fantasy",8.1
2003,26,Star Wars: Episode I - Die dunkle Bedrohung,(1999),"Action, Adventure, Fantasy",6.5
2004,26,The Imitation Game: Ein streng geheimes Leben,(2014),"Biography, Drama, Thriller",8.0
2005,26,Abbitte,(2007),"Drama, Mystery, Romance",7.8
2006,26,Pirates of the Caribbean: Salazars Rache,(2017),"Action, Adventure, Fantasy",6.5
2007,26,Pirates of the Caribbean - Fluch der Karibik 2,(2006),"Action, Adventure, Fantasy",7.3
2008,26,Silent Night - Und morgen sind wir tot, (2021),"Comedy, Drama",5.7
2009,26,Everest,(2015),"Action, Adventure, Biography",7.1
2010,26,Anna Karenina, (2012),"Drama, Romance",6.6
2011,26,Jack Ryan: Shadow Recruit,(2014),"Action, Drama, Thriller",6.2
2012,26,Pirates of the Caribbean - Am Ende der Welt,(2007),"Action, Adventure, Fantasy",7.1
2013,26,King Arthur,(2004),"Action, Adventure, Drama",6.3
2014,26,"Alles, was wir geben mussten",(2010),"Drama, Romance, Sci-Fi",7.1
2015,26,Can a Song Save Your Life?,(II) (2013),"Comedy, Drama, Music",7.4
2016,26,Die Misswahl - Der Beginn einer Revolution,(2020),"Comedy, Drama, History",6.3
2017,26,Official Secrets,(2019),"Biography, Crime, Drama",7.3
2018,26,Der Nussknacker und die vier Reiche,(2018),"Adventure, Family, Fantasy",5.6
2019,26,Eine dunkle Begierde,(2011),"Biography, Drama, Romance",6.4
2020,26,Colette, (2018),"Biography, Drama, History",6.7
2021,26,Kick It Like Beckham,(2002),"Comedy, Drama, Romance",6.7
2023,26,Die Herzogin,(2008),"Biography, Drama, History",6.9
2024,26,Niemandsland - The Aftermath,(2019),"Drama, Romance, War",6.3
2025,26,Last Night - Nur eine Nacht, (2010),"Drama, Romance",6.5
2026,26,Auf der Suche nach einem Freund fürs Ende der Welt,(2012),"Adventure, Comedy, Drama",6.7
2027,26,Verborgene Schönheit,(2016),"Drama, Romance",6.7
2028,26,The Jacket,(2005),"Drama, Fantasy, Mystery",7.1
2029,26,The Hole,(2001),"Drama, Mystery, Thriller",6.2
2030,26,Domino,(2005),"Action, Biography, Crime",5.9
2031,26,London Boulevard,(2010),"Crime, Drama",6.2
2032,26,Grow Up!? - Erwachsen werd' ich später,(2014),"Comedy, Drama, Romance",6.4
2033,26,Edge of Love - Was von der Liebe bleibt,(2008),"Biography, Drama, Romance",6.1
2034,26,Greed, (2019),"Comedy, Drama",5.8
2035,26,"Berlin, I Love You",(2019),"Drama, Romance",4.7
2036,26,Donnerhosen,(2002),"Comedy, Family, Sci-Fi",3.8
2037,26,Charlotte,(III) (2021),"Animation, Biography, Drama",6.4
2038,26,Silk,(2007),"Drama, Romance",5.8
2039,26,Unschuldige Lügen,(1995),"Drama, Mystery, Thriller",4.5
2040,26,Pure, (2002),Drama,6.8
2043,27,Thor: Love and Thunder,(2022),"Action, Adventure, Comedy",6.3
2044,27,Avengers: Endgame,(2019),"Action, Adventure, Drama",8.4
2046,27,Guardians of the Galaxy,(2014),"Action, Adventure, Comedy",8.0
2048,27,Fast & Furious 9,(2021),"Action, Crime, Thriller",5.2
2049,27,Avengers: Infinity War,(2018),"Action, Adventure, Sci-Fi",8.4
2050,27,Der Soldat James Ryan,(1998),"Drama, War",8.6
2051,27,The Fast and the Furious,(2001),"Action, Crime, Thriller",6.8
2052,27,Guardians of the Galaxy Vol. 2,(2017),"Action, Adventure, Comedy",7.6
2053,27,Fast & Furious 7,(2015),"Action, Crime, Thriller",7.1
2054,27,Fast & Furious - Neues Modell. Originalteile.,(2009),"Action, Crime, Thriller",6.5
2055,27,The Fast and the Furious: Tokyo Drift,(2006),"Action, Crime, Thriller",6.0
2056,27,Fast & Furious 8,(2017),"Action, Crime, Thriller",6.6
2057,27,Riddick - Überleben ist seine Rache,(2013),"Action, Adventure, Sci-Fi",6.4
2058,27,Pitch Black - Planet der Finsternis,(2000),"Action, Horror, Sci-Fi",7.1
2059,27,Riddick: Chroniken eines Kriegers,(2004),"Action, Adventure, Sci-Fi",6.6
2060,27,Fast & Furious Five,(2011),"Action, Crime, Thriller",7.3
2061,27,xXx: Die Rückkehr des Xander Cage,(2017),"Action, Adventure, Thriller",5.2
2062,27,Fast & Furious 6,(2013),"Action, Crime, Thriller",7.0
2063,27,Zeit des Erwachens,(1990),"Biography, Drama",7.8
2064,27,Ralph reichts 2: Chaos im Netz,(2018),"Animation, Adventure, Comedy",7.0
2065,27,Hitman - Jeder stirbt alleine, (2007),"Action, Crime, Thriller",6.2
2066,27,Der Gigant aus dem All,(1999),"Animation, Action, Adventure",8.1
2067,27,Der Babynator,(2005),"Action, Comedy, Drama",5.6
2068,27,xXx - Triple X,(2002),"Action, Adventure, Thriller",5.8
2069,27,Bloodshot,(2020),"Action, Adventure, Sci-Fi",5.7
2070,27,Ri$iko - Der schnellste Weg zum Reichtum,(2000),"Crime, Drama, Thriller",7.0
2071,27,The Last Witch Hunter,(2015),"Action, Adventure, Fantasy",5.9
2072,27,Babylon A.D.,(2008),"Action, Adventure, Sci-Fi",5.5
2073,27,Die irre Heldentour des Billy Lynn,(2016),"Action, Drama, Sport",6.2
2074,27,Extreme Rage,(2003),"Action, Crime, Drama",6.0
2076,27,Find Me Guilty - Der Mafiaprozess,(2006),"Biography, Comedy, Crime",7.0
2078,27,Knockaround Guys,(2001),"Crime, Drama, Thriller",6.1
2081,27,Strays,(1997),"Crime, Drama",5.5
2089,28,Interstellar,(2014),"Adventure, Drama, Sci-Fi",8.6
2090,28,Good Will Hunting: Der gute Will Hunting,(1997),"Drama, Romance",8.3
2091,28,Thor: Love and Thunder,(2022),"Action, Adventure, Comedy",6.3
2092,28,Departed: Unter Feinden,(2006),"Crime, Drama, Thriller",8.5
2093,28,Der Soldat James Ryan,(1998),"Drama, War",8.6
2094,28,Der Marsianer: Rettet Mark Watney,(2015),"Adventure, Drama, Sci-Fi",8.0
2095,28,Le Mans 66 - Gegen jede Chance,(2019),"Action, Biography, Drama",8.1
2096,28,The Last Duel,(2021),"Action, Drama, History",7.4
2097,28,Deadpool 2,(2018),"Action, Adventure, Comedy",7.7
2098,28,Ocean's Eleven,(2001),"Crime, Thriller",7.7
2099,28,Thor: Tag der Entscheidung,(2017),"Action, Adventure, Comedy",7.9
2100,28,Rounders,(1998),"Crime, Drama",7.3
2101,28,Manchester by the Sea,(2016),Drama,7.8
2102,28,Downsizing,(2017),"Drama, Fantasy, Sci-Fi",5.8
2103,28,Wir kaufen einen Zoo,(2011),"Comedy, Drama, Family",7.1
2104,28,Gone Baby Gone - Kein Kinderspiel,(2007),"Crime, Drama, Mystery",7.6
2105,28,True Grit - Vergeltung,(2010),"Drama, Western",7.6
2106,28,Elysium, (2013),"Action, Drama, Sci-Fi",6.6
2107,28,No Sudden Move,(2021),"Crime, Drama, Mystery",6.4
2108,28,Die Bourne Identität,(2002),"Action, Mystery, Thriller",7.9
2110,28,Eurotrip,(2004),Comedy,6.6
2111,28,Der Außenseiter,(1992),Drama,6.9
2112,28,Stillwater - Gegen jeden Verdacht,(2021),"Crime, Drama, Thriller",6.6
2113,28,Der talentierte Mr. Ripley,(1999),"Crime, Drama, Thriller",7.4
2114,28,Jason Bourne, (2016),"Action, Thriller",6.6
2115,28,Ocean's Twelve,(2004),"Crime, Thriller",6.5
2116,28,Der Regenmacher,(1997),"Crime, Drama, Thriller",7.2
2117,28,Die Bourne Verschwörung,(2004),"Action, Mystery, Thriller",7.7
2118,28,Dogma,(1999),"Adventure, Comedy, Drama",7.3
2119,28,The Great Wall, (2016),"Action, Adventure, Fantasy",5.9
2120,28,Das Bourne Ultimatum,(2007),"Action, Mystery, Thriller",8.0
2121,28,Der Plan,(2011),"Romance, Sci-Fi, Thriller",7.0
2122,28,Contagion,(2011),"Drama, Thriller",6.8
2123,28,Ocean's 13,(2007),"Crime, Thriller",6.9
2124,28,Ponyo: Das grosse Abenteuer am Meer,(2008),"Animation, Adventure, Comedy",7.6
2125,28,Feld der Träume,(1989),"Drama, Family, Fantasy",7.5
2126,28,Der gute Hirte,(2006),"Drama, History, Thriller",6.7
2127,28,Spirit - Der wilde Mustang,(2002),"Animation, Adventure, Drama",7.2
2128,28,Invictus - Unbezwungen,(2009),"Action, Biography, Drama",7.3
2129,28,Chasing Amy,(1997),"Comedy, Drama, Romance",7.2
2130,28,Brothers Grimm,(2005),"Action, Adventure, Comedy",5.9
2131,28,"Pizza, Pizza",(1988),"Comedy, Drama, Romance",6.3
2132,28,Monuments Men: Ungewöhnliche Helden,(2014),"Comedy, Drama, History",6.1
2133,28,Jay and Silent Bob Reboot,(2019),"Action, Adventure, Comedy",5.6
2134,28,Unsane: Ausgeliefert,(2018),"Drama, Horror, Mystery",6.4
2135,28,Jay und Silent Bob schlagen zurück,(2001),Comedy,6.8
2136,28,Suburbicon,(2017),"Comedy, Crime, Drama",5.8
2137,28,Geständnisse - Confessions of a Dangerous Mind,(2002),"Biography, Comedy, Crime",7.0
2138,28,Titan A.E.,(2000),"Animation, Action, Adventure",6.6
2139,28,Syriana,(2005),"Drama, Thriller",6.9
2140,28,Liberace - Zuviel des Guten ist wundervoll,(2013),"Biography, Drama, Music",7.0
2141,28,Mut zur Wahrheit,(1996),"Action, Drama, Mystery",6.6
2142,28,Feast,(2005),"Action, Comedy, Horror",6.2
2143,28,The Zero Theorem,(2013),"Comedy, Drama, Fantasy",6.0
2144,28,Jersey Girl,(2004),"Comedy, Drama, Romance",6.2
2145,28,Promised Land,(2012),Drama,6.6
2146,28,Forrester - Gefunden!,(2000),Drama,7.3
2147,28,The Majestic,(2001),"Drama, Romance",6.9
2148,28,Hereafter - Das Leben danach,(2010),"Drama, Fantasy, Romance",6.5
2149,28,Green Zone,(2010),"Action, Drama, Thriller",6.8
2150,28,Geronimo - Das Blut Der Apachen,(1993),"Drama, History, Western",6.5
2151,28,Unzertrennlich,(2003),Comedy,5.8
2152,28,Die Legende von Bagger Vance,(2000),"Drama, Fantasy, Sport",6.7
2153,28,All die schönen Pferde - All the Pretty Horses,(2000),"Drama, Romance, Western",5.8
2154,28,Happy Feet 2,(2011),"Animation, Adventure, Comedy",5.8
2155,28,Der Informant!,(2009),"Biography, Comedy, Crime",6.5
2156,28,Jugend ohne Jugend,(2007),"Drama, Fantasy, Mystery",6.1
2157,28,Margaret, (2011),Drama,6.5
2158,28,Gerry,(2002),"Adventure, Drama, Mystery",6.0
2160,28,Glory Daze - Es lebe die Uni,(1995),Comedy,5.6
2161,28,Che: Part Two,(2008),"Biography, Drama, History",6.8
2164,28,"Hilfe, ich habe ein Date!",(2002),"Comedy, Romance",5.4
2165,28,Der Preis der Gefühle,(1988),"Drama, Romance",5.7
2168,28,Die Schlachten von Shaker Heights,(2003),"Comedy, Drama, Romance",6.0
2169,28,Girl on the Edge,(2015),"Drama, Family",5.5
2171,28,Stolen Summer - Der letzte Sommer,(2002),Drama,6.5
2174,28,Speakeasy,(2002),Drama,5.0
2183,28,Night Job,(2017),Comedy,5.9
2185,28,Saga Tier I,(2006),"Action, Adventure, Drama",4.9
2186,29,Zwielicht,(1996),"Crime, Drama, Mystery",7.7
2187,29,Pretty Woman,(1990),"Comedy, Romance",7.1
2188,29,Untreu,(2002),"Drama, Romance, Thriller",6.7
2189,29,Movie 43,(2013),Comedy,4.3
2190,29,Hachiko - Eine wunderbare Freundschaft,(2009),"Biography, Drama, Family",8.1
2191,29,Chicago,(2002),"Comedy, Crime, Musical",7.2
2193,29,Ein Offizier und Gentleman,(1982),"Drama, Romance",7.0
2194,29,Ein Mann für gewisse Stunden,(1980),"Crime, Drama, Mystery",6.3
2195,29,Der Schakal,(1997),"Action, Crime, Drama",6.4
2196,29,I'm Not There,(2007),"Biography, Drama, Music",6.8
2197,29,Der erste Ritter,(1995),"Action, Adventure, Drama",6.0
2198,29,The Mothman Prophecies - Tödliche Visionen,(2002),"Drama, Horror, Mystery",6.4
2199,29,Tage des Himmels,(1978),"Drama, Romance",7.8
2200,29,"Internal Affairs - Trau' ihm, er ist ein Cop",(1990),"Crime, Drama, Thriller",6.5
2201,29,Cotton Club,(1984),"Crime, Drama, Music",6.5
2202,29,Auf der Suche nach Mr. Goodbar,(1977),Drama,6.7
2203,29,Arbitrage - Macht ist das beste Alibi,(2012),"Drama, Thriller",6.6
2204,29,"Die Braut, die sich nicht traut",(1999),"Comedy, Romance",5.6
2205,29,The Double - Eiskaltes Duell, (2011),"Action, Crime, Drama",5.9
2206,29,Darf ich bitten?,(2004),"Comedy, Drama, Music",6.2
2207,29,Three Christs,(2017),Drama,6.2
2208,29,The Dinner, (2017),"Crime, Drama, Thriller",4.5
2209,29,Best Exotic Marigold Hotel 2,(2015),"Comedy, Drama, Romance",6.5
2210,29,Atemlos,(1983),"Action, Drama, Romance",5.9
2211,29,Gesetz der Strasse - Brooklyn's Finest,(2009),"Action, Crime, Drama",6.7
2212,29,Eiskalte Leidenschaft,(1992),"Drama, Thriller",5.9
2213,29,Begegnungen,(1994),"Drama, Romance",5.3
2214,29,Das Lächeln der Sterne,(2008),"Drama, Romance",6.0
2215,29,Sommersby,(1993),"Drama, Mystery, Romance",6.2
2216,29,Gnadenlos,(1986),"Crime, Drama, Romance",5.7
2217,29,Dr. T and the Women,(2000),"Comedy, Drama, Romance",4.7
2218,29,Es begann im September,(2000),"Drama, Romance",5.6
2219,29,The Flock - Dunkle Triebe,(2007),"Crime, Drama, Mystery",5.7
2220,29,Amelia,(2009),"Adventure, Biography, Drama",5.8
2221,29,Red Corner - Labyrinth ohne Ausweg,(1997),"Crime, Drama, Thriller",6.3
2222,29,Der große Bluff,(2006),"Biography, Comedy, Drama",6.7
2223,29,Hunting Party - Wenn der Jäger zum Gejagten wird,(2007),"Adventure, Comedy, Drama",6.8
2224,29,Der Glücksbringer - Liebe gibt es nicht umsonst, (2015),Drama,5.1
2225,29,König David,(1985),"Adventure, Biography, Drama",5.3
2226,29,Mr. Jones,(1993),"Drama, Romance",5.8
2227,29,Power - Der Weg zum Ruhm,(1986),Drama,5.7
2228,29,Rhapsodie im August,(1991),Drama,7.2
2229,29,Time Out of Mind,(2014),Drama,5.7
2230,29,Norman,(2016),"Drama, Thriller",6.1
2231,29,Die Buchstabenprinzessin,(2005),"Drama, Family",5.5
2232,29,Yanks - Gestern waren wir noch Fremde,(1979),"Drama, War",6.4
2234,29,Der Honorarkonsul,(1983),"Drama, Romance, Thriller",5.7
2235,29,Der einsame Job,(1975),"Action, Crime, Drama",6.7
2237,29,Baby Blue Marine,(1976),Drama,6.1
2238,29,Der letzte Outlaw,(1988),"Action, Crime, Drama",5.7
2239,29,Heißes Blut,(1978),Drama,5.8
2240,29,Henry & Me,(2014),"Animation, Family",6.0
2241,29,Granatäpfel und Myrrhe,(2008),Drama,6.2
2242,29,Dreaming Lhasa,(2005),"Adventure, Drama, Mystery",6.4
2243,30,Side Effects - Tödliche Nebenwirkungen, (2013),"Crime, Drama, Mystery",7.1
2244,30,Die Maske des Zorro,(1998),"Action, Adventure, Comedy",6.8
2245,30,Traffic - Macht des Kartells,(2000),"Crime, Drama, Thriller",7.6
2246,30,Chicago,(2002),"Comedy, Crime, Musical",7.2
2247,30,Terminal,(2004),"Comedy, Drama, Romance",7.4
2248,30,Ocean's Twelve,(2004),"Crime, Thriller",6.5
2249,30,Broken City - Stadt des Verbrechens,(2013),"Action, Crime, Drama",6.1
2250,30,High Fidelity,(2000),"Comedy, Drama, Music",7.4
2251,30,Rock of Ages,(2012),"Comedy, Drama, Musical",5.9
2252,30,Die Legende des Zorro,(2005),"Action, Adventure, Romance",5.9
2253,30,Das Geisterschloss,(1999),"Fantasy, Horror, Mystery",5.0
2254,30,Verlockende Falle,(1999),"Action, Crime, Romance",6.3
2255,30,R.E.D. 2 - Noch Älter. Härter. Besser.,(2013),"Action, Comedy, Crime",6.6
2256,30,Das Phantom,(1996),"Action, Adventure, Comedy",5.0
2257,30,Ein (un)möglicher Härtefall,(2003),"Comedy, Crime, Romance",6.3
2258,30,Sinbad - Der Herr der sieben Meere,(2003),"Animation, Adventure, Comedy",6.7
2259,30,America's Sweethearts,(2001),"Comedy, Romance",5.7
2260,30,Sheherazade - Mit 1001 PS ins Abenteuer,(1990),"Adventure, Comedy, Fantasy",5.4
2261,30,Lieber verliebt,(2009),"Comedy, Romance",6.3
2262,30,Rezept zum Verlieben,(2007),"Comedy, Drama, Romance",6.3
2263,30,Kiss the Coach,(2012),"Comedy, Romance, Sport",5.7
2264,30,Dad's Army,(2016),"Comedy, War",5.2
2265,30,Gegen die Brandung,(1995),"Comedy, Drama, Romance",5.1
2266,30,Lady Vegas,(2012),"Comedy, Drama, Romance",4.8
2267,30,Christopher Columbus - Der Entdecker,(1992),"Adventure, Biography, Drama",4.4
2268,30,Und ewig schleichen die Erben,(1993),"Comedy, Crime",5.5
2269,30,Death Defying Acts,(2007),"Drama, History, Romance",5.8
2270,31,Hautnah, (2004),"Drama, Romance",7.2
2271,31,Sin City,(2005),"Crime, Thriller",8.0
2272,31,Inside Man,(2006),"Crime, Drama, Mystery",7.6
2273,31,Children of Men,(2006),"Action, Drama, Sci-Fi",7.9
2274,31,Die Bourne Identität,(2002),"Action, Mystery, Thriller",7.9
2275,31,Valerian - Die Stadt der tausend Planeten,(2017),"Action, Adventure, Fantasy",6.4
2276,31,Gosford Park,(2001),"Comedy, Drama, Mystery",7.2
2277,31,King Arthur,(2004),"Action, Adventure, Drama",6.3
2278,31,Der rosarote Panther,(2006),"Adventure, Comedy, Crime",5.6
2279,31,The Informer,(2019),"Action, Crime, Drama",6.6
2280,31,Gemini Man,(2019),"Action, Adventure, Sci-Fi",5.7
2281,31,Killer Elite,(2011),"Action, Crime, Thriller",6.4
2282,31,Anon, (2018),"Crime, Mystery, Sci-Fi",6.1
2283,31,The Song of Names,(2019),"Drama, Music, Mystery",6.5
2284,31,Shoot 'Em Up,(2007),"Action, Comedy, Thriller",6.6
2285,31,Entgleist, (2005),"Crime, Drama, Thriller",6.6
2286,31,Elizabeth - Das goldene Königreich,(2007),"Biography, Drama, History",6.8
